Upload clothing image (28x28 recommended),Probabilities,Top-1,timestamp
.gradio\flagged\Upload clothing image 28x28 recommended\3deac3f2eebb60d01961\download 1.png,"{""label"": ""Bag"", ""confidences"": [{""label"": ""Bag"", ""confidence"": 0.9999970197677612}, {""label"": ""Sneaker"", ""confidence"": 1.5296470792236505e-06}, {""label"": ""T-shirt/top"", ""confidence"": 4.493330436616816e-07}, {""label"": ""Ankle boot"", ""confidence"": 4.108184157303185e-07}, {""label"": ""Dress"", ""confidence"": 2.5199818765031523e-07}, {""label"": ""Shirt"", ""confidence"": 1.7661233187027392e-07}, {""label"": ""Trouser"", ""confidence"": 1.1130759958177805e-07}, {""label"": ""Pullover"", ""confidence"": 8.511994309401416e-08}, {""label"": ""Coat"", ""confidence"": 3.375050283693781e-08}, {""label"": ""Sandal"", ""confidence"": 9.30869062387707e-11}]}",Bag,2025-09-28 22:19:46.027113
